ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E11408,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,モバイル・インターネットキャピタル株式会社,,モバイルインターネットキャピタルカブシキガイシャ,千代田区霞が関３－２－５　霞が関ビル４階,内国法人・組合（有価証券報告書等の提出義務者以外）,,9010401039322
E11422,個人（組合発行者を除く）,,,,,新美　司,,ニイミ　ツカサ,,個人（組合発行者を除く）,,
E11429,個人（組合発行者を除く）,,,,,佐谷　宣昭,,サタニ　ノブアキ,,個人（組合発行者を除く）,,
E11431,個人（組合発行者を除く）,,,,,常包浩司,,ツネカネ　コウジ,,個人（組合発行者を除く）,,
E11432,個人（組合発行者を除く）,,,,,清水　洋二,,シミズ　ヨウジ,,個人（組合発行者を除く）,,
E11441,個人（組合発行者を除く）,,,,,島戸　一臣,,シマド　カズオミ,,個人（組合発行者を除く）,,
E11444,個人（組合発行者を除く）,,,,,東山明弘,,トウヤマアキヒロ,,個人（組合発行者を除く）,,
E11445,個人（組合発行者を除く）,,,,,前田　俊一,,マエダ　トシカズ,,個人（組合発行者を除く）,,
E11450,外国法人・組合（有価証券報告書等の提出義務者以外）,,,27990,,ニュートン・インベストメント・マネジメント・リミテッド,,ニュートン　インベストメント　マネジメント　リミテッド,英国、ＥＣ４Ｖ　４ＬＡ、ロンドン、クイーン・ビクトリア・ストリート１６０、ザ・バンク・オブ・ニューヨーク・メロン・センター,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E11451,個人（組合発行者を除く）,,,,,田中茂樹,,タナカシゲキ,,個人（組合発行者を除く）,,
E11462,内国法人・組合（有価証券報告書等の提出義務者以外）,,,,,有限会社木村管財,,ユウゲンガイシャキムラカンザイ,札幌市中央区界川３丁目２番６５号,内国法人・組合（有価証券報告書等の提出義務者以外）,,3430002005950
E11467,内国法人・組合（有価証券報告書等の提出義務者以外）,,,19824,,新日鉄興和不動産株式会社,,シンニッテツコウワフドウサンカブシキガイシャ,港区赤坂１丁目８番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,8010401055238
E11469,外国法人・組合（有価証券報告書等の提出義務者以外）,,,16,,いちごアセットマネジメント・インタ－ナショナル・ピ－ティ－イ－・リミテッド,,イチゴアセットマネジメントインターナショナルピーティーイーリミテッド,シンガポ－ル、ハイ　ストリート　センター　＃０６－０８　ノース　ブリッジ　ロード　１,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E11470,内国法人・組合（有価証券報告書等の提出義務者以外）,,,2000,,野村不動産株式会社,,ノムラフドウサンカブシキガイシャ,新宿区西新宿一丁目２６番２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,9011101017056
E11473,外国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,シービーアールイー・クラリオン・セキュリティーズ・エルエルシー,,シービーアールイークラリオンセキュリティーズエルエルシー,アメリカ合衆国ペンシルベニア州ラドナー市、キング・オブ・プルシア・ロード２０１番、スイート６００,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E11480,内国法人・組合（有価証券報告書等の提出義務者以外）,,,102025,,ビーエヌピーパリバセキュリティーズジャパンリミテッド,,ビーエヌピーパリバセキュリティーズジャパンリミテッド,千代田区丸の内１－９－１　グラントウキョウノースタワー,内国法人・組合（有価証券報告書等の提出義務者以外）,,3010001135007
E11486,個人（組合発行者を除く）,,,,,浅野　薫,,アサノ　カオル,,個人（組合発行者を除く）,,
E11492,個人（組合発行者を除く）,,,,,劉海涛,,リュウカイトウ,,個人（組合発行者を除く）,,
E11493,個人（組合発行者を除く）,,,,,折田　節子,,オリタ　セツコ,,個人（組合発行者を除く）,,
E11498,内国法人・組合（有価証券報告書等の提出義務者以外）,,,89,,京友株式会社,,ケイユウカブシキガイシャ,横浜市中区山下町１０７番地７,内国法人・組合（有価証券報告書等の提出義務者以外）,,1020001026314
E11505,個人（組合発行者を除く）,,,,,岡本和子,,オカモトカズコ,,個人（組合発行者を除く）,,
E11506,個人（組合発行者を除く）,,,,,岡本昌大,,オカモトマサオ,,個人（組合発行者を除く）,,
E11509,内国法人・組合（有価証券報告書等の提出義務者以外）,,,5,,有限会社福田商事,,ユウゲンガイシャフクダショウジ,小矢部市上野本５２ー７,内国法人・組合（有価証券報告書等の提出義務者以外）,,1230002010130
E11510,外国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,ティーアイエーエー・シーアールイーエフ・インベストメント・マネジメント・エルエルシー,,ティーアイエーエーシーアールイーエフインベストメントマネジメントエルエルシー,米国ニューヨーク州１００１７、ニューヨーク市サード・アヴェニュー７３０,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E11518,内国法人・組合（有価証券報告書等の提出義務者以外）,,,2000,,三菱ＵＦＪ国際投信株式会社,,ミツビシユーエフジェイコクサイトウシンカブシキカイシャ,千代田区有楽町一丁目１２番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,9010001034450
E11528,個人（組合発行者を除く）,,,,,池谷　とし子,,イケタニ　トシコ,,個人（組合発行者を除く）,,
E11535,内国法人・組合（有価証券報告書等の提出義務者以外）,,,90,,高速興産株式会社,,コウソクコウサンカブシキガイシヤ,仙台市青葉区立町２３番１１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,7370001007975
E11538,内国法人・組合（有価証券報告書等の提出義務者以外）,,,300,,株式会社植村組,,カブシキガイシャウエムラグミ,鹿児島市伊敷五丁目９番８号,内国法人・組合（有価証券報告書等の提出義務者以外）,,7340001000529
E11540,個人（組合発行者を除く）,,,,,近藤　健介,,コンドウ　ケンスケ,,個人（組合発行者を除く）,,
E11541,外国法人・組合（有価証券報告書等の提出義務者以外）,,,22286,,シュローダー・インベストメント・マネージメント・リミテッド,,シュローダー　インベストメント　マネージメント　リミテッド,英国　ＥＣ２Ｙ５ＡＵ　ロンドン　ロンドン・ウォール・プレイス１,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E11543,内国法人・組合（有価証券報告書等の提出義務者以外）,,,30,,グリーンコア株式会社,,グリーンコアカブシキガイシャ,渋谷区富ヶ谷１－１４－９,内国法人・組合（有価証券報告書等の提出義務者以外）,,8011001025721
E11549,内国法人・組合（有価証券報告書等の提出義務者以外）,,,50,,ニュー・ミッション・ファンディング株式会社,,ニューミッションファンディング,千代田区紀尾井町４番５号　紀尾井町ケルトンビル,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010003016057
E11550,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,有限会社　学友社,,ユウゲンガイシャ　ガクユウシャ,鹿児島市城西２丁目２２－１５－１１０２,内国法人・組合（有価証券報告書等の提出義務者以外）,,2340002002462
E11555,個人（組合発行者を除く）,,,,,望月圭一郎,,モチヅキ　ケイイチロウ,,個人（組合発行者を除く）,,
E11561,個人（組合発行者を除く）,,,,,山崎　勝,,ヤマザキ　マサル,,個人（組合発行者を除く）,,
E11562,外国法人・組合（有価証券報告書等の提出義務者以外）,,,3192,,ファー・イースト・グローバル・アジア・リミテッド,,ファー　イースト　グローバル　アジア　リミテッド,英領西インド　ケイマン諸島　グランドケイマン　ＫＹ１‐１１１２　クリケットスクエア　ウィローハウス４Ｆ　私書箱２８０４,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E11564,個人（組合発行者を除く）,,,,,松元　邦夫,,マツモト　クニオ,,個人（組合発行者を除く）,,
E11565,個人（組合発行者を除く）,,,,,松元　正夫,,マツモト　マサオ,,個人（組合発行者を除く）,,
E11573,個人（組合発行者を除く）,,,,,草間　庸文,,クサマ　ツネフミ,,個人（組合発行者を除く）,,
E11575,個人（組合発行者を除く）,,,,,田澤　知志,,タザワ　トモユキ,,個人（組合発行者を除く）,,
E11583,個人（組合発行者を除く）,,,,,伊知地　俊人,,イチジ　シュンジ,,個人（組合発行者を除く）,,
E11586,個人（組合発行者を除く）,,,,,塚本武,,ツカモトタケシ,,個人（組合発行者を除く）,,
E11590,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,フォレスト・フォールディング株式会社,,フォレストフォールディングカブシキカイシャ,豊島区雑司ヶ谷三丁目８番２－４０２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,9010601037448
E11594,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,合同会社ＴＨＮ,,ゴウドウカイシャ　ティーエイチエヌ,港区虎ノ門４‐１‐２８　虎ノ門タワーズオフィス１７階,内国法人・組合（有価証券報告書等の提出義務者以外）,,
